,index,Compound Score,Negative Score,Neutral Score,Postive Score,Tweet Time,Tweets Ago,Username,converted_time,date,days_ago
166,66,0.0,0.0,1.0,0.0,Tue Apr 10 14:32:56 +0000 2018,67,@CBSNews,2018-04-10 14:32:56+00:00,2018-04-10,0
167,67,0.34,0.0,0.882,0.118,Tue Apr 10 14:26:28 +0000 2018,68,@CBSNews,2018-04-10 14:26:28+00:00,2018-04-10,0
168,68,0.0,0.0,1.0,0.0,Tue Apr 10 14:15:01 +0000 2018,69,@CBSNews,2018-04-10 14:15:01+00:00,2018-04-10,0
169,69,0.0,0.0,1.0,0.0,Tue Apr 10 14:01:01 +0000 2018,70,@CBSNews,2018-04-10 14:01:01+00:00,2018-04-10,0
170,70,0.0,0.0,1.0,0.0,Tue Apr 10 13:45:01 +0000 2018,71,@CBSNews,2018-04-10 13:45:01+00:00,2018-04-10,0
171,71,-0.296,0.095,0.905,0.0,Tue Apr 10 13:30:02 +0000 2018,72,@CBSNews,2018-04-10 13:30:02+00:00,2018-04-10,0
172,72,-0.296,0.099,0.901,0.0,Tue Apr 10 13:18:30 +0000 2018,73,@CBSNews,2018-04-10 13:18:30+00:00,2018-04-10,0
173,73,-0.4215,0.123,0.877,0.0,Tue Apr 10 13:15:36 +0000 2018,74,@CBSNews,2018-04-10 13:15:36+00:00,2018-04-10,0
174,74,0.0,0.0,1.0,0.0,Tue Apr 10 13:00:10 +0000 2018,75,@CBSNews,2018-04-10 13:00:10+00:00,2018-04-10,0
175,75,0.0,0.0,1.0,0.0,Tue Apr 10 12:47:11 +0000 2018,76,@CBSNews,2018-04-10 12:47:11+00:00,2018-04-10,0
176,76,0.0772,0.11,0.769,0.121,Tue Apr 10 12:45:52 +0000 2018,77,@CBSNews,2018-04-10 12:45:52+00:00,2018-04-10,0
177,77,-0.1027,0.065,0.935,0.0,Tue Apr 10 12:45:01 +0000 2018,78,@CBSNews,2018-04-10 12:45:01+00:00,2018-04-10,0
178,78,0.0,0.0,1.0,0.0,Tue Apr 10 12:43:48 +0000 2018,79,@CBSNews,2018-04-10 12:43:48+00:00,2018-04-10,0
179,79,-0.836,0.414,0.586,0.0,Tue Apr 10 12:36:32 +0000 2018,80,@CBSNews,2018-04-10 12:36:32+00:00,2018-04-10,0
180,80,0.0,0.0,1.0,0.0,Tue Apr 10 12:34:10 +0000 2018,81,@CBSNews,2018-04-10 12:34:10+00:00,2018-04-10,0
181,81,0.5994,0.0,0.822,0.178,Tue Apr 10 12:33:32 +0000 2018,82,@CBSNews,2018-04-10 12:33:32+00:00,2018-04-10,0
182,82,0.0,0.0,1.0,0.0,Tue Apr 10 12:30:37 +0000 2018,83,@CBSNews,2018-04-10 12:30:37+00:00,2018-04-10,0
183,83,0.0,0.0,1.0,0.0,Tue Apr 10 12:18:40 +0000 2018,84,@CBSNews,2018-04-10 12:18:40+00:00,2018-04-10,0
184,84,0.3612,0.0,0.8,0.2,Tue Apr 10 12:15:00 +0000 2018,85,@CBSNews,2018-04-10 12:15:00+00:00,2018-04-10,0
185,85,0.4019,0.0,0.876,0.124,Tue Apr 10 12:13:43 +0000 2018,86,@CBSNews,2018-04-10 12:13:43+00:00,2018-04-10,0
186,86,0.0,0.0,1.0,0.0,Tue Apr 10 12:08:04 +0000 2018,87,@CBSNews,2018-04-10 12:08:04+00:00,2018-04-10,0
187,87,0.2263,0.0,0.905,0.095,Tue Apr 10 12:06:29 +0000 2018,88,@CBSNews,2018-04-10 12:06:29+00:00,2018-04-10,0
188,88,0.0,0.0,1.0,0.0,Tue Apr 10 12:05:06 +0000 2018,89,@CBSNews,2018-04-10 12:05:06+00:00,2018-04-10,0
189,89,0.0,0.0,1.0,0.0,Tue Apr 10 11:53:15 +0000 2018,90,@CBSNews,2018-04-10 11:53:15+00:00,2018-04-10,0
190,90,0.0,0.0,1.0,0.0,Tue Apr 10 11:45:51 +0000 2018,91,@CBSNews,2018-04-10 11:45:51+00:00,2018-04-10,0
191,91,0.0,0.0,1.0,0.0,Tue Apr 10 11:45:01 +0000 2018,92,@CBSNews,2018-04-10 11:45:01+00:00,2018-04-10,0
192,92,-0.6486,0.296,0.704,0.0,Tue Apr 10 11:34:17 +0000 2018,93,@CBSNews,2018-04-10 11:34:17+00:00,2018-04-10,0
193,93,0.0,0.0,1.0,0.0,Tue Apr 10 11:33:33 +0000 2018,94,@CBSNews,2018-04-10 11:33:33+00:00,2018-04-10,0
194,94,-0.4588,0.123,0.833,0.044,Tue Apr 10 11:30:01 +0000 2018,95,@CBSNews,2018-04-10 11:30:01+00:00,2018-04-10,0
195,95,-0.2023,0.136,0.763,0.102,Tue Apr 10 11:23:48 +0000 2018,96,@CBSNews,2018-04-10 11:23:48+00:00,2018-04-10,0
196,96,-0.4404,0.127,0.873,0.0,Tue Apr 10 11:20:41 +0000 2018,97,@CBSNews,2018-04-10 11:20:41+00:00,2018-04-10,0
197,97,-0.3182,0.119,0.881,0.0,Tue Apr 10 11:19:36 +0000 2018,98,@CBSNews,2018-04-10 11:19:36+00:00,2018-04-10,0
198,98,0.0,0.0,1.0,0.0,Tue Apr 10 11:17:46 +0000 2018,99,@CBSNews,2018-04-10 11:17:46+00:00,2018-04-10,0
199,99,-0.3612,0.135,0.865,0.0,Tue Apr 10 11:15:00 +0000 2018,100,@CBSNews,2018-04-10 11:15:00+00:00,2018-04-10,0
200,0,0.0,0.0,1.0,0.0,Tue Apr 10 20:40:42 +0000 2018,1,@FoxNews,2018-04-10 20:40:42+00:00,2018-04-10,0
201,1,0.4019,0.0,0.87,0.13,Tue Apr 10 20:33:58 +0000 2018,2,@FoxNews,2018-04-10 20:33:58+00:00,2018-04-10,0
202,2,-0.4404,0.153,0.847,0.0,Tue Apr 10 20:33:53 +0000 2018,3,@FoxNews,2018-04-10 20:33:53+00:00,2018-04-10,0
203,3,0.7269,0.0,0.724,0.276,Tue Apr 10 20:15:56 +0000 2018,4,@FoxNews,2018-04-10 20:15:56+00:00,2018-04-10,0
204,4,0.4404,0.0,0.868,0.132,Tue Apr 10 20:08:20 +0000 2018,5,@FoxNews,2018-04-10 20:08:20+00:00,2018-04-10,0
205,5,-0.296,0.104,0.896,0.0,Tue Apr 10 19:59:44 +0000 2018,6,@FoxNews,2018-04-10 19:59:44+00:00,2018-04-10,0
206,6,0.0747,0.098,0.79,0.112,Tue Apr 10 19:56:49 +0000 2018,7,@FoxNews,2018-04-10 19:56:49+00:00,2018-04-10,0
207,7,0.4019,0.0,0.863,0.137,Tue Apr 10 19:48:55 +0000 2018,8,@FoxNews,2018-04-10 19:48:55+00:00,2018-04-10,0
208,8,0.4404,0.0,0.818,0.182,Tue Apr 10 19:46:34 +0000 2018,9,@FoxNews,2018-04-10 19:46:34+00:00,2018-04-10,0
209,9,0.0,0.0,1.0,0.0,Tue Apr 10 19:40:41 +0000 2018,10,@FoxNews,2018-04-10 19:40:41+00:00,2018-04-10,0
210,10,0.5267,0.0,0.784,0.216,Tue Apr 10 19:35:31 +0000 2018,11,@FoxNews,2018-04-10 19:35:31+00:00,2018-04-10,0
211,11,0.4019,0.097,0.739,0.163,Tue Apr 10 19:33:19 +0000 2018,12,@FoxNews,2018-04-10 19:33:19+00:00,2018-04-10,0
212,12,0.3182,0.0,0.892,0.108,Tue Apr 10 19:26:31 +0000 2018,13,@FoxNews,2018-04-10 19:26:31+00:00,2018-04-10,0
213,13,0.0,0.0,1.0,0.0,Tue Apr 10 19:18:03 +0000 2018,14,@FoxNews,2018-04-10 19:18:03+00:00,2018-04-10,0
214,14,0.7783,0.0,0.755,0.245,Tue Apr 10 19:09:37 +0000 2018,15,@FoxNews,2018-04-10 19:09:37+00:00,2018-04-10,0
215,15,0.4019,0.0,0.837,0.163,Tue Apr 10 19:06:48 +0000 2018,16,@FoxNews,2018-04-10 19:06:48+00:00,2018-04-10,0
216,16,0.5994,0.0,0.651,0.349,Tue Apr 10 19:05:27 +0000 2018,17,@FoxNews,2018-04-10 19:05:27+00:00,2018-04-10,0
217,17,0.5994,0.0,0.731,0.269,Tue Apr 10 18:58:25 +0000 2018,18,@FoxNews,2018-04-10 18:58:25+00:00,2018-04-10,0
218,18,0.6249,0.0,0.638,0.362,Tue Apr 10 18:58:12 +0000 2018,19,@FoxNews,2018-04-10 18:58:12+00:00,2018-04-10,0
219,19,0.836,0.067,0.602,0.331,Tue Apr 10 18:54:40 +0000 2018,20,@FoxNews,2018-04-10 18:54:40+00:00,2018-04-10,0
220,20,0.0,0.0,1.0,0.0,Tue Apr 10 18:52:54 +0000 2018,21,@FoxNews,2018-04-10 18:52:54+00:00,2018-04-10,0
221,21,-0.5859,0.168,0.779,0.053,Tue Apr 10 18:51:56 +0000 2018,22,@FoxNews,2018-04-10 18:51:56+00:00,2018-04-10,0
222,22,0.4215,0.0,0.851,0.149,Tue Apr 10 18:45:15 +0000 2018,23,@FoxNews,2018-04-10 18:45:15+00:00,2018-04-10,0
223,23,0.34,0.0,0.805,0.195,Tue Apr 10 18:39:01 +0000 2018,24,@FoxNews,2018-04-10 18:39:01+00:00,2018-04-10,0
224,24,0.0,0.0,1.0,0.0,Tue Apr 10 18:31:43 +0000 2018,25,@FoxNews,2018-04-10 18:31:43+00:00,2018-04-10,0
225,25,0.0,0.0,1.0,0.0,Tue Apr 10 18:31:22 +0000 2018,26,@FoxNews,2018-04-10 18:31:22+00:00,2018-04-10,0
226,26,0.0,0.0,1.0,0.0,Tue Apr 10 18:30:26 +0000 2018,27,@FoxNews,2018-04-10 18:30:26+00:00,2018-04-10,0
227,27,-0.34,0.167,0.833,0.0,Tue Apr 10 18:26:30 +0000 2018,28,@FoxNews,2018-04-10 18:26:30+00:00,2018-04-10,0
228,28,0.0,0.0,1.0,0.0,Tue Apr 10 18:16:27 +0000 2018,29,@FoxNews,2018-04-10 18:16:27+00:00,2018-04-10,0
229,29,0.0,0.0,1.0,0.0,Tue Apr 10 18:01:22 +0000 2018,30,@FoxNews,2018-04-10 18:01:22+00:00,2018-04-10,0
230,30,-0.8658,0.409,0.591,0.0,Tue Apr 10 17:45:00 +0000 2018,31,@FoxNews,2018-04-10 17:45:00+00:00,2018-04-10,0
231,31,0.2023,0.127,0.696,0.177,Tue Apr 10 17:34:51 +0000 2018,32,@FoxNews,2018-04-10 17:34:51+00:00,2018-04-10,0
232,32,0.4019,0.141,0.604,0.255,Tue Apr 10 17:34:04 +0000 2018,33,@FoxNews,2018-04-10 17:34:04+00:00,2018-04-10,0
233,33,-0.5574,0.217,0.783,0.0,Tue Apr 10 17:14:02 +0000 2018,34,@FoxNews,2018-04-10 17:14:02+00:00,2018-04-10,0
234,34,0.0,0.0,1.0,0.0,Tue Apr 10 17:06:37 +0000 2018,35,@FoxNews,2018-04-10 17:06:37+00:00,2018-04-10,0
235,35,0.6486,0.14,0.468,0.392,Tue Apr 10 16:50:47 +0000 2018,36,@FoxNews,2018-04-10 16:50:47+00:00,2018-04-10,0
236,36,0.4767,0.0,0.659,0.341,Tue Apr 10 16:38:44 +0000 2018,37,@FoxNews,2018-04-10 16:38:44+00:00,2018-04-10,0
237,37,0.6249,0.0,0.745,0.255,Tue Apr 10 16:33:47 +0000 2018,38,@FoxNews,2018-04-10 16:33:47+00:00,2018-04-10,0
238,38,-0.5106,0.309,0.537,0.154,Tue Apr 10 16:24:59 +0000 2018,39,@FoxNews,2018-04-10 16:24:59+00:00,2018-04-10,0
239,39,0.4939,0.0,0.789,0.211,Tue Apr 10 15:47:54 +0000 2018,40,@FoxNews,2018-04-10 15:47:54+00:00,2018-04-10,0
240,40,0.0,0.0,1.0,0.0,Tue Apr 10 15:39:38 +0000 2018,41,@FoxNews,2018-04-10 15:39:38+00:00,2018-04-10,0
241,41,0.3818,0.0,0.843,0.157,Tue Apr 10 15:38:34 +0000 2018,42,@FoxNews,2018-04-10 15:38:34+00:00,2018-04-10,0
242,42,-0.1027,0.149,0.851,0.0,Tue Apr 10 15:37:19 +0000 2018,43,@FoxNews,2018-04-10 15:37:19+00:00,2018-04-10,0
243,43,0.4588,0.0,0.765,0.235,Tue Apr 10 15:25:50 +0000 2018,44,@FoxNews,2018-04-10 15:25:50+00:00,2018-04-10,0
244,44,-0.6486,0.301,0.699,0.0,Tue Apr 10 15:15:00 +0000 2018,45,@FoxNews,2018-04-10 15:15:00+00:00,2018-04-10,0
245,45,0.34,0.0,0.806,0.194,Tue Apr 10 15:10:17 +0000 2018,46,@FoxNews,2018-04-10 15:10:17+00:00,2018-04-10,0
246,46,-0.296,0.3,0.471,0.229,Tue Apr 10 15:05:00 +0000 2018,47,@FoxNews,2018-04-10 15:05:00+00:00,2018-04-10,0
247,47,0.0258,0.156,0.68,0.163,Tue Apr 10 15:02:48 +0000 2018,48,@FoxNews,2018-04-10 15:02:48+00:00,2018-04-10,0
248,48,-0.34,0.156,0.844,0.0,Tue Apr 10 14:54:56 +0000 2018,49,@FoxNews,2018-04-10 14:54:56+00:00,2018-04-10,0
249,49,0.0258,0.181,0.63,0.189,Tue Apr 10 14:51:57 +0000 2018,50,@FoxNews,2018-04-10 14:51:57+00:00,2018-04-10,0
250,50,0.0,0.179,0.641,0.179,Tue Apr 10 14:50:55 +0000 2018,51,@FoxNews,2018-04-10 14:50:55+00:00,2018-04-10,0
251,51,-0.6369,0.441,0.395,0.164,Tue Apr 10 14:42:00 +0000 2018,52,@FoxNews,2018-04-10 14:42:00+00:00,2018-04-10,0
252,52,0.0258,0.168,0.657,0.175,Tue Apr 10 14:39:24 +0000 2018,53,@FoxNews,2018-04-10 14:39:24+00:00,2018-04-10,0
253,53,0.0258,0.146,0.701,0.153,Tue Apr 10 14:25:27 +0000 2018,54,@FoxNews,2018-04-10 14:25:27+00:00,2018-04-10,0
254,54,0.0,0.0,1.0,0.0,Tue Apr 10 14:16:22 +0000 2018,55,@FoxNews,2018-04-10 14:16:22+00:00,2018-04-10,0
255,55,0.128,0.0,0.909,0.091,Tue Apr 10 14:11:42 +0000 2018,56,@FoxNews,2018-04-10 14:11:42+00:00,2018-04-10,0
256,56,-0.4019,0.197,0.803,0.0,Tue Apr 10 14:05:55 +0000 2018,57,@FoxNews,2018-04-10 14:05:55+00:00,2018-04-10,0
257,57,0.0,0.0,1.0,0.0,Tue Apr 10 14:03:14 +0000 2018,58,@FoxNews,2018-04-10 14:03:14+00:00,2018-04-10,0
258,58,0.0,0.0,1.0,0.0,Tue Apr 10 14:01:32 +0000 2018,59,@FoxNews,2018-04-10 14:01:32+00:00,2018-04-10,0
259,59,0.6326,0.0,0.812,0.188,Tue Apr 10 14:00:10 +0000 2018,60,@FoxNews,2018-04-10 14:00:10+00:00,2018-04-10,0
260,60,0.0,0.0,1.0,0.0,Tue Apr 10 13:56:50 +0000 2018,61,@FoxNews,2018-04-10 13:56:50+00:00,2018-04-10,0
261,61,0.6597,0.0,0.735,0.265,Tue Apr 10 13:53:04 +0000 2018,62,@FoxNews,2018-04-10 13:53:04+00:00,2018-04-10,0
262,62,-0.2263,0.147,0.853,0.0,Tue Apr 10 13:44:26 +0000 2018,63,@FoxNews,2018-04-10 13:44:26+00:00,2018-04-10,0
263,63,0.0,0.0,1.0,0.0,Tue Apr 10 13:10:00 +0000 2018,64,@FoxNews,2018-04-10 13:10:00+00:00,2018-04-10,0
264,64,0.0,0.0,1.0,0.0,Tue Apr 10 13:00:42 +0000 2018,65,@FoxNews,2018-04-10 13:00:42+00:00,2018-04-10,0
265,65,-0.2263,0.101,0.899,0.0,Tue Apr 10 12:58:28 +0000 2018,66,@FoxNews,2018-04-10 12:58:28+00:00,2018-04-10,0
266,66,0.0772,0.0,0.92,0.08,Tue Apr 10 12:50:37 +0000 2018,67,@FoxNews,2018-04-10 12:50:37+00:00,2018-04-10,0
267,67,0.34,0.0,0.876,0.124,Tue Apr 10 12:50:10 +0000 2018,68,@FoxNews,2018-04-10 12:50:10+00:00,2018-04-10,0
268,68,0.4215,0.0,0.865,0.135,Tue Apr 10 12:43:53 +0000 2018,69,@FoxNews,2018-04-10 12:43:53+00:00,2018-04-10,0
269,69,0.0,0.0,1.0,0.0,Tue Apr 10 12:42:17 +0000 2018,70,@FoxNews,2018-04-10 12:42:17+00:00,2018-04-10,0
270,70,0.4509,0.118,0.661,0.221,Tue Apr 10 12:22:10 +0000 2018,71,@FoxNews,2018-04-10 12:22:10+00:00,2018-04-10,0
271,71,-0.296,0.18,0.82,0.0,Tue Apr 10 12:13:32 +0000 2018,72,@FoxNews,2018-04-10 12:13:32+00:00,2018-04-10,0
272,72,0.0,0.0,1.0,0.0,Tue Apr 10 12:12:44 +0000 2018,73,@FoxNews,2018-04-10 12:12:44+00:00,2018-04-10,0
273,73,0.3412,0.0,0.806,0.194,Tue Apr 10 12:08:26 +0000 2018,74,@FoxNews,2018-04-10 12:08:26+00:00,2018-04-10,0
274,74,-0.296,0.104,0.896,0.0,Tue Apr 10 11:57:41 +0000 2018,75,@FoxNews,2018-04-10 11:57:41+00:00,2018-04-10,0
275,75,0.0,0.0,1.0,0.0,Tue Apr 10 11:42:07 +0000 2018,76,@FoxNews,2018-04-10 11:42:07+00:00,2018-04-10,0
276,76,0.4767,0.0,0.659,0.341,Tue Apr 10 11:29:35 +0000 2018,77,@FoxNews,2018-04-10 11:29:35+00:00,2018-04-10,0
277,77,0.128,0.0,0.88,0.12,Tue Apr 10 11:00:04 +0000 2018,78,@FoxNews,2018-04-10 11:00:04+00:00,2018-04-10,0
278,78,-0.5859,0.324,0.676,0.0,Tue Apr 10 10:41:17 +0000 2018,79,@FoxNews,2018-04-10 10:41:17+00:00,2018-04-10,0
279,79,-0.3612,0.296,0.566,0.138,Tue Apr 10 10:40:32 +0000 2018,80,@FoxNews,2018-04-10 10:40:32+00:00,2018-04-10,0
280,80,0.4019,0.0,0.856,0.144,Tue Apr 10 10:37:10 +0000 2018,81,@FoxNews,2018-04-10 10:37:10+00:00,2018-04-10,0
281,81,-0.0258,0.068,0.932,0.0,Tue Apr 10 10:32:28 +0000 2018,82,@FoxNews,2018-04-10 10:32:28+00:00,2018-04-10,0
282,82,-0.5812,0.254,0.746,0.0,Tue Apr 10 10:26:15 +0000 2018,83,@FoxNews,2018-04-10 10:26:15+00:00,2018-04-10,0
283,83,-0.3818,0.206,0.794,0.0,Tue Apr 10 10:21:33 +0000 2018,84,@FoxNews,2018-04-10 10:21:33+00:00,2018-04-10,0
284,84,0.0,0.0,1.0,0.0,Tue Apr 10 10:19:15 +0000 2018,85,@FoxNews,2018-04-10 10:19:15+00:00,2018-04-10,0
285,85,0.0,0.147,0.705,0.147,Tue Apr 10 10:17:22 +0000 2018,86,@FoxNews,2018-04-10 10:17:22+00:00,2018-04-10,0
286,86,-0.7906,0.412,0.588,0.0,Tue Apr 10 10:06:39 +0000 2018,87,@FoxNews,2018-04-10 10:06:39+00:00,2018-04-10,0
287,87,-0.0258,0.091,0.909,0.0,Tue Apr 10 10:01:20 +0000 2018,88,@FoxNews,2018-04-10 10:01:20+00:00,2018-04-10,0
288,88,0.5267,0.076,0.696,0.228,Tue Apr 10 09:58:48 +0000 2018,89,@FoxNews,2018-04-10 09:58:48+00:00,2018-04-10,0
289,89,0.0,0.0,1.0,0.0,Tue Apr 10 09:52:57 +0000 2018,90,@FoxNews,2018-04-10 09:52:57+00:00,2018-04-10,0
290,90,0.0,0.0,1.0,0.0,Tue Apr 10 09:42:25 +0000 2018,91,@FoxNews,2018-04-10 09:42:25+00:00,2018-04-10,0
291,91,0.128,0.0,0.88,0.12,Tue Apr 10 09:38:46 +0000 2018,92,@FoxNews,2018-04-10 09:38:46+00:00,2018-04-10,0
292,92,0.0,0.0,1.0,0.0,Tue Apr 10 09:32:12 +0000 2018,93,@FoxNews,2018-04-10 09:32:12+00:00,2018-04-10,0
293,93,0.0,0.0,1.0,0.0,Tue Apr 10 09:26:36 +0000 2018,94,@FoxNews,2018-04-10 09:26:36+00:00,2018-04-10,0
294,94,-0.4767,0.193,0.807,0.0,Tue Apr 10 09:25:44 +0000 2018,95,@FoxNews,2018-04-10 09:25:44+00:00,2018-04-10,0
295,95,0.0,0.0,1.0,0.0,Tue Apr 10 09:21:29 +0000 2018,96,@FoxNews,2018-04-10 09:21:29+00:00,2018-04-10,0
296,96,0.4215,0.0,0.833,0.167,Tue Apr 10 09:14:52 +0000 2018,97,@FoxNews,2018-04-10 09:14:52+00:00,2018-04-10,0
297,97,0.4404,0.0,0.854,0.146,Tue Apr 10 09:09:11 +0000 2018,98,@FoxNews,2018-04-10 09:09:11+00:00,2018-04-10,0
298,98,-0.2263,0.101,0.899,0.0,Tue Apr 10 09:04:06 +0000 2018,99,@FoxNews,2018-04-10 09:04:06+00:00,2018-04-10,0
299,99,0.128,0.0,0.909,0.091,Tue Apr 10 09:00:26 +0000 2018,100,@FoxNews,2018-04-10 09:00:26+00:00,2018-04-10,0
300,0,0.5707,0.0,0.862,0.138,Tue Apr 10 20:35:38 +0000 2018,1,@BBCWorld,2018-04-10 20:35:38+00:00,2018-04-10,0
301,1,0.0,0.0,1.0,0.0,Tue Apr 10 19:59:42 +0000 2018,2,@BBCWorld,2018-04-10 19:59:42+00:00,2018-04-10,0
302,2,0.25,0.103,0.714,0.183,Tue Apr 10 19:42:23 +0000 2018,3,@BBCWorld,2018-04-10 19:42:23+00:00,2018-04-10,0
303,3,0.1406,0.056,0.864,0.08,Tue Apr 10 19:39:10 +0000 2018,4,@BBCWorld,2018-04-10 19:39:10+00:00,2018-04-10,0
304,4,-0.8885,0.59,0.41,0.0,Tue Apr 10 19:37:13 +0000 2018,5,@BBCWorld,2018-04-10 19:37:13+00:00,2018-04-10,0
305,5,-0.1531,0.232,0.6,0.168,Tue Apr 10 19:36:44 +0000 2018,6,@BBCWorld,2018-04-10 19:36:44+00:00,2018-04-10,0
306,6,-0.6597,0.423,0.577,0.0,Tue Apr 10 19:31:11 +0000 2018,7,@BBCWorld,2018-04-10 19:31:11+00:00,2018-04-10,0
307,7,0.0,0.0,1.0,0.0,Tue Apr 10 19:14:54 +0000 2018,8,@BBCWorld,2018-04-10 19:14:54+00:00,2018-04-10,0
308,8,0.0,0.0,1.0,0.0,Tue Apr 10 19:10:12 +0000 2018,9,@BBCWorld,2018-04-10 19:10:12+00:00,2018-04-10,0
309,9,0.0,0.0,1.0,0.0,Tue Apr 10 19:10:02 +0000 2018,10,@BBCWorld,2018-04-10 19:10:02+00:00,2018-04-10,0
310,10,-0.5994,0.308,0.692,0.0,Tue Apr 10 19:08:39 +0000 2018,11,@BBCWorld,2018-04-10 19:08:39+00:00,2018-04-10,0
311,11,-0.9578,0.513,0.487,0.0,Tue Apr 10 18:57:34 +0000 2018,12,@BBCWorld,2018-04-10 18:57:34+00:00,2018-04-10,0
312,12,0.0,0.0,1.0,0.0,Tue Apr 10 18:44:56 +0000 2018,13,@BBCWorld,2018-04-10 18:44:56+00:00,2018-04-10,0
313,13,0.0,0.0,1.0,0.0,Tue Apr 10 18:36:07 +0000 2018,14,@BBCWorld,2018-04-10 18:36:07+00:00,2018-04-10,0
314,14,0.5106,0.0,0.732,0.268,Tue Apr 10 18:28:29 +0000 2018,15,@BBCWorld,2018-04-10 18:28:29+00:00,2018-04-10,0
315,15,-0.6705,0.407,0.593,0.0,Tue Apr 10 18:13:31 +0000 2018,16,@BBCWorld,2018-04-10 18:13:31+00:00,2018-04-10,0
316,16,0.0,0.0,1.0,0.0,Tue Apr 10 17:14:23 +0000 2018,17,@BBCWorld,2018-04-10 17:14:23+00:00,2018-04-10,0
317,17,-0.5719,0.346,0.654,0.0,Tue Apr 10 16:47:33 +0000 2018,18,@BBCWorld,2018-04-10 16:47:33+00:00,2018-04-10,0
318,18,0.0,0.0,1.0,0.0,Tue Apr 10 16:43:16 +0000 2018,19,@BBCWorld,2018-04-10 16:43:16+00:00,2018-04-10,0
319,19,-0.656,0.313,0.599,0.088,Tue Apr 10 16:39:39 +0000 2018,20,@BBCWorld,2018-04-10 16:39:39+00:00,2018-04-10,0
320,20,0.0258,0.215,0.561,0.224,Tue Apr 10 16:24:35 +0000 2018,21,@BBCWorld,2018-04-10 16:24:35+00:00,2018-04-10,0
321,21,0.1779,0.0,0.805,0.195,Tue Apr 10 16:20:31 +0000 2018,22,@BBCWorld,2018-04-10 16:20:31+00:00,2018-04-10,0
322,22,-0.6369,0.506,0.291,0.203,Tue Apr 10 15:43:39 +0000 2018,23,@BBCWorld,2018-04-10 15:43:39+00:00,2018-04-10,0
323,23,-0.7184,0.25,0.75,0.0,Tue Apr 10 15:19:09 +0000 2018,24,@BBCWorld,2018-04-10 15:19:09+00:00,2018-04-10,0
324,24,-0.3818,0.206,0.794,0.0,Tue Apr 10 14:49:32 +0000 2018,25,@BBCWorld,2018-04-10 14:49:32+00:00,2018-04-10,0
325,25,-0.2263,0.192,0.808,0.0,Tue Apr 10 14:42:56 +0000 2018,26,@BBCWorld,2018-04-10 14:42:56+00:00,2018-04-10,0
326,26,-0.4019,0.177,0.742,0.081,Tue Apr 10 12:00:14 +0000 2018,27,@BBCWorld,2018-04-10 12:00:14+00:00,2018-04-10,0
327,27,0.0,0.0,1.0,0.0,Tue Apr 10 11:37:36 +0000 2018,28,@BBCWorld,2018-04-10 11:37:36+00:00,2018-04-10,0
328,28,-0.6249,0.63,0.37,0.0,Tue Apr 10 11:18:41 +0000 2018,29,@BBCWorld,2018-04-10 11:18:41+00:00,2018-04-10,0
329,29,-0.7906,0.467,0.533,0.0,Tue Apr 10 10:59:03 +0000 2018,30,@BBCWorld,2018-04-10 10:59:03+00:00,2018-04-10,0
330,30,-0.4588,0.304,0.588,0.108,Tue Apr 10 10:50:58 +0000 2018,31,@BBCWorld,2018-04-10 10:50:58+00:00,2018-04-10,0
